key	english	french	russian	bulgarian
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_0/init	The $Queen Berry$ is interesting isn't it? I didn't even know about them till I moved to Mistria.	Ces $baies de la reine$ sont surprenantes, non ? Je n'en avais jamais entendu parler avant de m'installer à Mistria.	Интересные эти $королевские ягоды$, да? Я даже не слышал про них, пока не переехал в Мистрию.	The $Queen Berry$ is interesting isn't it? I didn't even know about them till I moved to Mistria.
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_first_place_follow_up/1	Be sure to grab a plate at the table and enjoy your hard work!	Mets-toi à table et savoure les efforts que tu as fournis !	Обязательно подойди к столу и отведай плоды своего труда!	Be sure to grab a plate at the table and enjoy your hard work!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_first_place_follow_up/init	Congrats on first place, [Ari]!	Je te félicite pour ta première place, [Ari] !	Поздравляю с первым местом, [Ari]!	Congrats on first place, [Ari]!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_second_place_follow_up/1	Be sure to grab a plate at the table and enjoy your hard work!	Mets-toi à table et savoure les efforts que tu as fournis !	Обязательно подойди к столу и отведай плоды своего труда!	Be sure to grab a plate at the table and enjoy your hard work!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_second_place_follow_up/init	Congrats on second place, [Ari]!	Je te félicite pour ta deuxième place, [Ari] !	Поздравляю со вторым местом, [Ari]!	Congrats on second place, [Ari]!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_third_place_follow_up/1	Be sure to grab a plate at the table and enjoy your hard work!	Mets-toi à table et savoure les efforts que tu as fournis !	Обязательно подойди к столу и отведай плоды своего труда!	Be sure to grab a plate at the table and enjoy your hard work!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_third_place_follow_up/init	Congrats on third place, [Ari]!	Je te félicite pour ta troisième place, [Ari] !	Поздравляю с третьим местом, [Ari]!	Congrats on third place, [Ari]!
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_8h_follow_up/1	I hope we can do it again next year.	J'espère qu'on pourra refaire ça l'année prochaine.	Надеюсь, в следующем году тоже сможем провести её вместе.	I hope we can do it again next year.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_8h_follow_up/init	I had a really great time last night, [Ari].	J'ai vraiment passé un super moment, hier soir, [Ari].	Мне очень понравилась эта ночь, [Ari].	I had a really great time last night, [Ari].
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_anticipation/1	Do you think it has something to do with the upcoming Shooting Star Festival?	Tu crois que ça pourrait avoir un lien avec la fête des étoiles filantes qui s'annonce ?	Как думаешь, это может быть связано с грядущим Фестивалем падающих звёзд?	Do you think it has something to do with the upcoming Shooting Star Festival?
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_anticipation/2	Animals are sensitive to the cycles of nature...	Les animaux sont sensibles aux cycles naturels...	Животные так хорошо чувствуют обновление природы...	Animals are sensitive to the cycles of nature...
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_anticipation/3	People, too, I suppose.	Les personnes aussi, j'imagine.	Хотя и люди тоже.	People, too, I suppose.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_anticipation/init	I've noticed the birds are more active in the evenings lately. They seem to be full of energy.	J'ai remarqué que les oiseaux sont plus actifs en soirée, depuis quelque temps. Ils semblent pleins d'énergie.	Я заметил, что птицы по вечерам стали более активны. Кажется, они полны энергии.	I've noticed the birds are more active in the evenings lately. They seem to be full of energy.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_follow_up/1	Thanks again for inviting me out last night. I really enjoyed talking with you.	Merci encore de m'avoir invité, hier soir. J'ai vraiment apprécié de discuter avec toi.	Спасибо тебе ещё раз, что <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> меня вчера. Мне так понравилось с тобой беседовать.	Thanks again for inviting me out last night. I really enjoyed talking with you.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_follow_up/init	Hey, [Ari]!	Salut, [Ari] !	Привет, [Ari]!	Hey, [Ari]!
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_follow_up_not_invited/1	Did you enjoy the stars last night?	Ça t'a plu, les étoiles, hier soir ?	Как тебе вчерашние звёзды?	Did you enjoy the stars last night?
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_follow_up_not_invited/init	Hey [Ari].	Salut, [Ari].	Привет, [Ari].	Hey [Ari].
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_invited/init	Hey [Ari]! Are you ready to head up to the Summit?	Salut, [Ari] ! <he>Tu es prêt à</he><she>Tu es prête à</she><they>Tu te sens de</they> grimper jusqu'au sommet ?	Привет, [Ari]! Ты <p>готовы</p><f>готова</f><m>готов</m><n>готово</n> пойти на Вершину?	Hey [Ari]! Are you ready to head up to the Summit?
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_invited_anticipation/1	I'm looking forward to it.	J'ai hâte.	Я буду ждать.	I'm looking forward to it.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_invited_anticipation/init	See you at 8 pm?	On se retrouve à 20 h ?	Увидимся в 8 вечера?	See you at 8 pm?
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_missed_follow_up/1	Did something come up yesterday?	Tu as eu un empêchement, hier ?	У тебя вчера что-то случилось?	Did something come up yesterday?
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_missed_follow_up/2	I wasn't sure what happened when you never showed up.	Ne te voyant pas arriver, je me suis demandé ce qu'il se passait.	Я не знал, в чём дело, когда ты не <p>пришли</p><f>пришла</f><m>пришёл</m><n>пришло</n>.	I wasn't sure what happened when you never showed up.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_missed_follow_up/init	...	...	...	...
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_not_invited/1	It's really nice.	C'est vraiment beau.	Это так приятно.	It's really nice.
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_not_invited/init	The view of the stars is so much clearer out here than in the Capital...	On voit les étoiles bien plus clairement ici que dans la capitale...	Звёзды здесь видны гораздо лучше, чем в столице...	The view of the stars is so much clearer out here than in the Capital...
Conversations/Festival Lines/Ryis/shooting_star/shooting_star_romantic_follow_up_A/1	I was wrapping up an order this morning and before I knew it, I somehow managed to make an extra Birdhouse.	J'étais en train de terminer une commande, ce matin, et en un clin d'œil, j'ai réussi à fabriquer un nichoir à oiseaux supplémentaire.	Я с утра увлёкся работой над заказом и не заметил, как сделал лишний сковоречник.	I was wrapping up an order this morning and before I knew it, I somehow managed to make an extra Birdhouse.
